SourceOfWO,Title,RequestTypeName,TierCode,PriorityInterdepart,PriorityInternal,SLAWorkingDays,DueDate,MonitoringEmail,AssigneeEmail,AssignedHours,TenderOrProjectCode,IndicativeValue,ComplexityValue,Remark,ExtWoNo,ProjectCode,SourceDeptCode,EndUser,ReceivedDate,Status
CSI,Tender - JPM - AV,Tender / RFP,1,High,High,22,16-06-26,suhadi@10creativesolutions.com,,24,QT260000000015503,,,PERKHIDMATAN NAIK TARAF KOMPONEN PENGUKUHAN KESELAMATAN ICT DI PEJABAT PERDANA MENTERI BAGI TEMPOH 36 BULAN,200-22052026-001,,CSI,JPM,25-05-26,
CSI,Tender - JPM - WAF,Tender / RFP,1,High,High,20,16-06-26,suhadi@10creativesolutions.com,,24,QT260000000013350,,,PEROLEHAN PERKHIDMATAN PENYELENGGARAAN SISTEM E-PROTECTIVE SECURITY PEJABAT KETUA PEGAWAI KESELAMATAN KERAJAAN MALAYSIA BAGI TEMPOH 36 BULAN,200-28052026-001,,CSI,JPM,27-05-26,
CSI,Tender - Perikanan  - Backup,Tender / RFP,1,High,High,5,16-06-26,suhadi@10creativesolutions.com,,24,QT260000000016404,,,"PERKHIDMATAN PENYELENGGARAAN, PEMBAHARUAN LESEN PERISIAN DAN WARANTI PERALATAN ARCSERVE (BACKUP DAN RECOVERY) BAGI TEMPOH DUA (2) TAHUN DI JABATAN PERIKANAN MALAYSIA",200-10062026-004,,CSI,Perikanan ,11-06-26,
CSI,Tender - UPNM - AIO PC,Tender / RFP,1,High,High,2,16-06-26,suhadi@10creativesolutions.com,,24,UPNM(PB)02.13/03/15/2026,,,"TENDER BAGI MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJITAULIAH, LATIHAN DAN MENYELENGGARA KOMPUTER PERIBADI DENGAN TEMPOH JAMINAN EMPAT (4) TAHUN DI MAKMAL KOMPUTER, FAKULTI SAINS DAN TEKNOLOGI PERTAHANAN, UNIVERSITI PERTAHANAN NASIONAL MALAYSIA.",UP UPNM,,CSI,UPNM,14-06-26,
CSI,"BIM - Pusat Darah Wilayah Sabah (PDWS) - BIM - Pusat Darah Wilayah Sabah (PDWS) - Updated and coordinated ICT BIM models for Levels 1 and 2 with Architectural, MEP, Medical Equipment models, and Room Data Sheets (RDS).",BIM Postsales Total Solution,1,High,High,3,18-06-26,suhadi@10creativesolutions.com,,24,,,,"Develop ICT BIM models for Levels 1 and 2, review BIM models prepared by BIM Modelers, and update the Revit model to ensure accuracy and proper coordination with Architectural, MEP, and Medical Equipment models.",,,CSI,Pusat Darah Wilayah Sabah (PDWS),15-06-26,
CSI,Tender - JKM - Firewall,Tender / RFP,1,High,High,8,19-06-26,suhadi@10creativesolutions.com,,24,QT260000000014606,,,[Hijau] Perkhidmatan Sewa Guna Sistem Pemantauan Rangkaian ICT (Firewall) di Jabatan Kimia Malaysia selama 2 Tahun.,200-10062026-008,,CSI,JKM,11-06-26,
CSI,Tender - IPJPSM - ICT ,Tender / RFP,1,High,High,13,24-06-26,suhadi@10creativesolutions.com,,24,QT260000000012963,,,JH(T)17/2026 : [HIJAU] PEROLEHAN SEWAAN PERKAKASAN ICT DI IBU PEJABAT JABATAN PERHUTANAN SEMENANJUNG MALAYSIA (IPJPSM) TAHUN 2026,200-10062026-005,,CSI,IPJPSM,11-06-26,
CSI,Tender - DOSM - PACS,Tender / RFP,1,High,High,2,25-06-26,suhadi@10creativesolutions.com,,24,QT260000000015879,,,SEBUT HARGA PENYELENGGARAAN PAC AIRCOND PUSAT DATA BAGI JABATAN PERANGKAAN MALAYSIA,,,CSI,DOSM,23-06-26,
CSI,Tender - JDN - GAMMA,Tender / RFP,1,High,High,2,25-06-26,suhadi@10creativesolutions.com,,24,QT260000000016127,,,PERKHIDMATAN PENYELENGGARAAN DAN KHIDMAT SOKONGAN TEKNIKAL GALERI APLIKASI MUDAH ALIH KERAJAAN MALAYSIA (GAMMA) (JDN/SH/PERKHIDMATAN/4/2026),200-23012026-001,,CSI,JDN,23-06-26,
CSI,Tender - Consultant - Pembinaan AKSM,Tender / RFP,1,High,High,39,29-06-26,suhadi@10creativesolutions.com,,24,,,,"Tender Consultant: Pembinaan Akademi dan Kehakiman Shariah Malaysia (Reka & Bina)

Kamal Engineering Sdn Bhd",,,CSI,Consultant,21-05-26,
CSI,Tender - Consultant  - Pembinaan AKSM,Tender / RFP,1,High,High,39,29-06-26,suhadi@10creativesolutions.com,,24,,,,"Tender Consultant: Pembinaan Akademi dan Kehakiman Shariah Malaysia (Reka & Bina)

Adat88 Sdn Bhd",,,CSI,Consultant ,21-05-26,
CSI,Tender - consultant - Pembinaan AKSM,Tender / RFP,1,High,High,38,29-06-26,suhadi@10creativesolutions.com,,24,,,,"Tender Consultant: Pembinaan Akademi dan Kehakiman Shariah Malaysia (Reka & Bina) 

 Adat88 Sdn Bhd",,,CSI,consultant,22-05-26,
CSI,Tender - Consultant - Pembinaan AKSM,Tender / RFP,1,High,High,39,29-06-26,suhadi@10creativesolutions.com,,24,,,,"Tender Consultant: Pembinaan Akademi dan Kehakiman Shariah Malaysia (Reka & Bina)

Mega prebab Sdn Bhd",,,CSI,Consultant,21-05-26,
CSI,Tender - DOSM - Firewall (AP),Tender / RFP,1,High,High,20,29-06-26,suhadi@10creativesolutions.com,,24,QT260000000016430,,,TENDER PEMBEKALAN PERALATAN FIREWALL DAN ACCESS POINT (AP) WIFI BAGI JABATAN PERANGKAAN MALAYSIA,200-08062026-001,,CSI,DOSM,09-06-26,
CSI,Tender - PDRM - Sistem (HRMIS),Tender / RFP,1,High,High,18,29-06-26,suhadi@10creativesolutions.com,,24,QT250000000035936,,,"PERKHIDMATAN PENYELENGGARAAN PERALATAN, PERISIAN DAN APLIKASI HUMAN RESOURCE MANAGEMENT INFORMATION SYSTEM (HRMIS) 2.0 POLIS DIRAJA MALAYSIA",200-10062026-001,,CSI,PDRM,06-11-26,
CSI,Tender - Consultant - consultant - Pembinaan AKSM,Tender / RFP,1,High,High,15,29-06-26,suhadi@10creativesolutions.com,,24,,,,"Tender Consultant: Pembinaan Akademi dan Kehakiman Shariah Malaysia (Reka & Bina)

Kapar Jaya",,,CSI,consultant,14-06-26,
CSI,Tender - UTHM - EA,Tender / RFP,1,High,High,15,29-06-26,suhadi@10creativesolutions.com,,24,UTHM/08/P/04/001/2026-1,,,"PERKHIDMATAN PERUNDINGAN BAGI UTHM -
KAJIAN KESESUAIAN PROJEK PEMBANGUNAN
ENTERPRISE ARCHITECTURE (EA)
PENDIGITALAN PERINGKAT STRATEGIK DI
UNIVERSITI TUN HUSSEIN ONN MALAYSIA",,,CSI,UTHM,14-06-26,
CSI,Tender - JPSM - SMPEM,Tender / RFP,1,High,High,11,29-06-26,suhadi@10creativesolutions.com,,24,QT260000000013195,,,"JH(SH)25/2026 - PERKHIDMATAN MENAIKTARAF KEMUDAHAN FASILITI LATIHAN DAN KOMUNIKASI/SIAR AUDIO DAN LAIN-LAIN KERJA BERKAITAN DI DEWAN DAMAR MINYAR, BLOK DAMAR MINYAK, JABATAN PERHUTANAN SEMENANJUNG MALAYSIA, PROJEK SUSTAINABLE MANAGEMENT OF PEATLAND ECOSYSTEM IN MALAYSIA (SMPEM)",200-18062026-003,,CSI,JPSM,18-06-26,
CSI,Tender - UM - Network,Tender / RFP,1,High,High,20,01-07-26,suhadi@10creativesolutions.com,,24,GB/J297/2026/04/3616,,,PEMERKASAAN INFRASTRUKTUR RANGKAIAN BAGI KAMPUS UTAMA UNIVERSITI MALAYA,200-10062026-006,,CSI,UM,11-06-26,
CSI,Tender - JPKK - HCI,Tender / RFP,1,High,High,20,01-07-26,suhadi@10creativesolutions.com,,24,QT260000000015230,,,TENDER PEROLEHAN PENGGANTIAN INFRASTRUKTUR HYPER CONVERGED INFRASTRUCTURE (HCI) USANG SERTA PERALATAN RANGKAIAN DAN KESELAMATAN DI PUSAT DATA JPPKK,200-10062026-007,,CSI,JPKK,11-06-26,
CSI,Tender - UM - GIS SERVER,Tender / RFP,1,High,High,6,01-07-26,suhadi@10creativesolutions.com,,24,GB/J389/2026/04/3692,,,PEMBELIAN SERVER BARU UNTUK SISTEM GIS,,,CSI,UM,25-06-26,
CSI,Tender - DOSM - SIEM,Tender / RFP,1,High,High,21,02-07-26,suhadi@10creativesolutions.com,,24,QT260000000016338,,,TENDER PEROLEHAN KAWALAN KESELAMATAN (MONITORING TOOLS) BAGI JABATAN PERANGKAAN MALAYSIA,200-11062026-001,,CSI,DOSM,11-06-26,
CSI,Tender - AADK - Timur,Tender / RFP,1,High,High,25,03-07-26,suhadi@10creativesolutions.com,,24,QT260000000010934,,,"PERKHIDMATAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI TERIMA, MENYENGGARA DAN MENTAULIAH PERKAKASAN DAN PERISIAN ICT SECARA SEWA GUNA UNTUK PEJABAT AADK DAN PUSAT PEMULIHAN PENAGIHAN NARKOTIK (PUSPEN) NEGERI KELANTAN, TERENGGANU DAN PAHANG ",200-08062026-002,,CSI,AADK,08-06-26,
CSI,Tender - ADDK - Utara,Tender / RFP,1,High,High,25,03-07-26,suhadi@10creativesolutions.com,,24,QT260000000010936,,,"PERKHIDMATAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI TERIMA, MENYENGGARA DAN MENTAULIAH PERKAKASAN DAN PERISIAN ICT SECARA SEWA GUNA UNTUK PEJABAT AADK DAN PUSAT PEMULIHAN PENAGIHAN NARKOTIK (PUSPEN) NEGERI KEDAH, PERLIS, PULAU PINANG DAN PERAK ",200-08062026-003,,CSI,ADDK,08-06-26,
CSI,Tender - Penjara - ICT,Tender / RFP,1,High,High,18,06-07-26,suhadi@10creativesolutions.com,,24,QT260000000017606,,,TENDER BAGI PERKHIDMATAN SEWAAN PERKAKASAN ICT UNTUK JABATAN PENJARA MALAYSIA,200-15062026-001,,CSI,Penjara,18-06-26,
CSI,Tender - AGC - Maintenance,Tender / RFP,1,High,High,18,06-07-26,suhadi@10creativesolutions.com,,24,QT260000000017395,,,TENDER PERKHIDMATAN PENYELENGGARAAN INFRASTRUKTUR RANGKAIAN ICT PEJABAT NEGERI JABATAN PEGUAM NEGARA UNTUK TEMPOH 36 BULAN,200-18062026-001,,CSI,AGC,18-06-26,
CSI,Tender - MITI - FTA,Tender / RFP,1,High,High,13,06-07-26,suhadi@10creativesolutions.com,,24,QT260000000017176,,,"TENDER PEMBANGUNAN SEMULA PORTAL FREE TRADE AGREEMENT (FTA) KEMENTERIAN PELABURAN, PERDAGANGAN DAN INDUSTRI (MITI)",200-19062026-001,,CSI,MITI,23-06-26,
CSI,Tender - MBPJ - ICT,Tender / RFP,1,High,High,19,08-07-26,suhadi@10creativesolutions.com,,24,MBPJ/TD/P/014/2026,,,PERKHIDMATAN SEWAAN SECARA SEWA GUNA (LEASE TO USE) KOMPUTER PERIBADI DAN KOMPUTER RIBA BERTEKNOLOGI HIJAU DENGAN JAMINAN DAN KHIDMAT SOKONGAN SELAMA 24 BULAN BAGI KEGUNAAN KAKITANGAN MAJLIS BANDARAYA PETALING JAYA (FASA 3),200-23012026-003,,CSI,MBPJ,19-06-26,
CSI,Tender - KPKT - OSC,Tender / RFP,1,High,High,17,10-07-26,suhadi@10creativesolutions.com,,24,QT260000000014673,,,PENINGKATAN INFRASTRUKTUR DAN SISTEM OSC 3.0 PLUS ONLINE,200-19062026-002,,CSI,KPKT,23-06-26,
CSI,Tender - JPN - Network,Tender / RFP,1,High,High,17,10-07-26,suhadi@10creativesolutions.com,,24,QT260000000013581,,,"PERKHIDMATAN PENYELENGGARAAN PERKAKASAN, PERISIAN, PENGKABELAN RANGKAIAN KAWASAN SETEMPAT DAN KESELAMATAN RANGKAIAN DI JABATAN PENDAFTARAN NEGARA",200-23012026-004,,CSI,JPN,23-06-26,
CSI,Tender - KPKT - AI,Tender / RFP,1,High,High,18,11-07-26,suhadi@10creativesolutions.com,,24,QT260000000013422,,,BTM TENDER 2/2026 - PERKHIDMATAN GERBANG DATA KPKTHUB AI DI KEMENTERIAN PERUMAHAN DAN KERAJAAN TEMPATAN (KPKT),200-23012026-005,,CSI,KPKT,23-06-26,
CSI,Tender - KPKT - LCD,Tender / RFP,1,High,High,25,13-07-26,suhadi@10creativesolutions.com,,24,QT260000000014703,,,[HIJAU] BTM TENDER 3/2026 - PEROLEHAN PERKHIDMATAN SKRIN SMART LCD DI BILIK MESYUARAT SECARA SEWAAN DI KEMENTERIAN PERUMAHAN DAN KERAJAAN TEMPATAN (KPKT) 2026 -2029,200-18062026-002,,CSI,KPKT,18-06-26,
CSI,Tender -TEMERLOH - HIS,Tender / RFP,1,High,High,51,15-07-26,suhadi@10creativesolutions.com,,24,QT250000000036520,,,"[FTA(CPTPP)] TENDER PERKHIDMATAN SOKONGAN OPERASI DAN PENYELENGGARAAN BAGI PERALATAN ICT, SISTEM APLIKASI, PERISIAN DAN RANGKAIAN UNTUK HOSPITAL INFORMATION SYSTEM (HIS) DI HOSPITAL SULTAN HAJI AHMAD SHAH, TEMERLOH, PAHANG BAGI TEMPOH 36 BULAN. [MAKLUMAT LANJUT SILA LAYARI LAMAN SESAWANG: https://www.eperolehan.gov.my/web/epapp/notice-board#! [TAWARAN PETENDER DIBENARKAN DALAM BM/ENG]",200-25052026-001,,CSI,TEMERLOH,25-05-26,
CSI,Tender - JPN - Maintenance ,Tender / RFP,1,High,High,35,16-07-26,suhadi@10creativesolutions.com,,24,QT260000000010226,,,PERKHIDMATAN PENYELENGGARAAN PERKAKASAN DAN PERISIAN SISTEM CAWANGAN DI JABATAN PENDAFTARAN NEGARA,200-10062026-003,,CSI,JPN,11-06-26,
CSI,Tender - USIM - ICT,Tender / RFP,1,High,High,22,17-07-26,suhadi@10creativesolutions.com,,24,USIMT202600005,,,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI PERKAKASAN DAN PERISIAN MAKMAL KEJURUTERAAN ELEKTRIK & ELEKTRONIK FAKULTI KEJURUTERAAN ALAM BINA, UNIVERSITI SAINS ISLAM MALAYSIA",,,CSI,USIM,25-06-26,
CSI,Tender - KDN - JIM,Tender / RFP,1,High,High,30,18-07-26,suhadi@10creativesolutions.com,,24,QT260000000011089,,,"PERKHIDMATAN PENYENGGARAAN PERALATAN, PERISIAN DAN MEJA BANTUAN ICT BAGI JABATAN IMIGRESEN MALAYSIA (JIM) [NO. TENDER: KDN/PL 42/2026 - PTM]",200-18062026-004,,CSI,KDN,18-06-26,
CSI,Tender - PDRM  - FAME,Tender / RFP,1,High,High,27,20-07-26,suhadi@10creativesolutions.com,,24,QT250000000022057,,,"PENAMBAHBAIKAN DAN PENAMBAHAN LESEN DAN KAPASITI SISTEM FACE MUGSHOT ENTITI (FAME) BAGI JABATAN SIASATAN JENAYAH, POLIS DIRAJA MALAYSIA (PDRM)",200-23012026-006,,CSI,PDRM ,23-06-26,
CSI,Tender - HOSP BAHIYAH  - HIS,Tender / RFP,1,High,High,27,20-07-26,suhadi@10creativesolutions.com,,24,QT260000000015776,,,"TENDER PERKHIDMATAN SEWA MILIK RANGKAIAN DAN STORAN BAGI MENYOKONG HOSPITAL INFORMATION SYSTEM (HIS) DI HOSPITAL SULTANAH BAHIYAH, ALOR SETAR, KEDAH BAGI TEMPOH ENAM PULUH (60) BULAN",200-23012026-007,,CSI,HOSP BAHIYAH,23-06-26,
CSI,Tender - KEMAS - Smartboard,Tender / RFP,1,High,High,27,20-07-26,suhadi@10creativesolutions.com,,24,QT260000000019007,,,"[HIJAU] TENDER PEROLEHAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI LARI DAN MENTAULIAH SMARTBOARD 65 INCI BAGI PROGRAM TRANSFORMASI KOMUNIKASI DIGITAL PENDIDIKAN AWAL KANAK-KANAK JABATAN KEMAJUAN MASYARAKAT (KEMAS)",200-23012026-009,,CSI,KEMAS,23-06-26,
CSI,Tender - ATM - Pendigitalan,Tender / RFP,1,High,High,28,21-07-26,suhadi@10creativesolutions.com,,24,QT260000000008594,,,PEROLEHAN PEMBANGUNAN PENDIGITALAN DOKUMEN VETERAN ATM BAGI JABATAN HAL EHWAL VETERAN ATM,200-23012026-008,,CSI,ATM,23-06-26,
CSI,Tender - USM - CCTV,Tender / RFP,1,High,High,26,7/21/2026,suhadi@10creativesolutions.com,,24,,,,,,,CSI,USM,25-06-26,
CSI,Tender - KKM - eNCDC,Tender / RFP,1,High,High,44,21-07-26,suhadi@10creativesolutions.com,,24,QT260000000002561,,,"FTA (CPTPP) PEMBANGUNAN SISTEM ELECTRONIC NATIONAL CENTRE FOR DISEASE CONTROL (eNCDC) BAGI PUSAT KAWALAN PENYAKIT NEGARA, KEMENTERIAN KESIHATAN MALAYSIA BAGI TEMPOH KONTRAK 48 BULAN (Maklumat Lanjut sila layari laman sesawang : www.myprocurement.gov.my) [Tawaran petender dibenarkan dalam BM/ENG] PKA/T/01/26-BKP",200-10062026-002,,CSI,KKM,11-06-26,
CSI,Tender - Consultant - SK Bandar Mahkota Cheras ,Tender / RFP,1,High,High,58,16-08-26,suhadi@10creativesolutions.com,,24,,,,SK Bandar Mahkota Cheras,,,CSI,SK Bandar Mahkota Cheras,19-06-26,
CSI,Tender - Consultant - Sekolah Seri Melati Kuantan - Tender consultant ,Tender / RFP,1,High,High,58,16-08-26,suhadi@10creativesolutions.com,,24,,,,Sekolah Seri Melati Kuantan,,,CSI,Sekolah Seri Melati Kuantan,19-06-26,
